(27795, 'pending', 2024, 3, 31, 23, 'Danforth Village')
(8660, 'not found', 2024, 4, 15, 0, 'Little Italy')
(45371, 'found', 2024, 4, 14, 21, 'Danforth Village')
(43942, 'not found', 2024, 2, 14, 20, 'Roncesvalles')
(38878, 'pending', 2024, 2, 14, 20, 'Roncesvalles')
(989, 'not found', 2024, 1, 14, 20, 'The Beaches')
(11149, 'found', 2024, 3, 14, 19, 'Parkdale')
(13450, 'pending', 2024, 3, 14, 19, 'Chinatown')
(37375, 'found', 2024, 3, 14, 19, 'Roncesvalles')
(17732, 'found', 2024, 4, 14, 17, 'Rosedale')
(6075, 'pending', 2024, 6, 14, 13, 'The Annex')
(49120, 'not found', 2024, 1, 14, 13, 'High Park')
(16972, 'pending', 2024, 6, 14, 12, 'St. Lawrence Market')
(6880, 'pending', 2024, 2, 14, 11, 'Bloor West Village')
(23573, 'found', 2024, 2, 14, 10, 'High Park')
(31202, 'found', 2024, 5, 14, 10, 'Cabbagetown')
(38266, 'found', 2024, 6, 14, 9, 'High Park')
(2615, 'pending', 2024, 5, 14, 8, 'St. Lawrence Market')
(10323, 'found', 2024, 2, 14, 8, 'Little Italy')
(22170, 'found', 2024, 4, 14, 8, 'Scarborough Bluffs')
(6404, 'pending', 2024, 4, 14, 4, 'Roncesvalles')
(7916, 'not found', 2024, 5, 14, 2, 'Bloor West Village')
(8080, 'found', 2024, 4, 14, 1, 'Cabbagetown')
(17027, 'found', 2024, 3, 14, 1, 'Danforth Village')
(31581, 'pending', 2024, 3, 14, 1, 'Scarborough Bluffs')
(43300, 'found', 2024, 4, 14, 1, 'Cabbagetown')
(48727, 'found', 2024, 2, 14, 0, 'Scarborough Bluffs')
(15545, 'found', 2024, 3, 14, 0, 'Bloor West Village')
(10692, 'pending', 2024, 6, 14, 0, 'Scarborough Bluffs')
(16767, 'pending', 2024, 4, 13, 23, 'Leslieville')
(31339, 'found', 2024, 4, 13, 23, 'Leslieville')
(26172, 'found', 2024, 2, 13, 22, 'Queen West')
(10075, 'pending', 2024, 1, 13, 21, 'Cabbagetown')
(18901, 'pending', 2024, 2, 13, 20, 'Yorkville')
(5049, 'not found', 2024, 5, 13, 20, 'Rosedale')
(15379, 'not found', 2024, 2, 13, 20, 'Distillery District')
(40443, 'found', 2024, 2, 13, 20, 'Leslieville')
(41565, 'not found', 2024, 2, 13, 20, 'Church and Wellesley')
(7187, 'found', 2024, 3, 13, 19, 'Danforth Village')
(37837, 'not found', 2024, 4, 13, 14, 'Leslieville')
(18679, 'pending', 2024, 6, 13, 13, 'Bloor West Village')
(29041, 'found', 2024, 5, 13, 12, 'Distillery District')
(9824, 'found', 2024, 5, 13, 11, 'Church and Wellesley')
(14281, 'pending', 2024, 6, 13, 10, 'Rosedale')
(31419, 'not found', 2024, 5, 13, 8, 'Bloor West Village')
(23764, 'not found', 2024, 6, 13, 8, 'Kensington Market')
(28529, 'found', 2024, 2, 13, 7, 'Rosedale')
(39313, 'not found', 2024, 2, 13, 6, 'Church and Wellesley')
(24058, 'not found', 2024, 2, 13, 5, 'Little Italy')
(11263, 'found', 2024, 4, 13, 5, 'Little Italy')
(11525, 'found', 2024, 1, 13, 5, 'The Annex')
(21732, 'not found', 2024, 5, 13, 2, 'Chinatown')
(38041, 'pending', 2024, 2, 13, 0, 'Roncesvalles')
(33812, 'not found', 2024, 4, 12, 23, 'St. Lawrence Market')
(23430, 'found', 2024, 3, 12, 20, 'Cabbagetown')
(25257, 'found', 2024, 5, 12, 20, 'Yorkville')
(41905, 'not found', 2024, 4, 12, 17, 'High Park')
(7341, 'found', 2024, 5, 12, 16, 'Distillery District')
(5080, 'pending', 2024, 1, 12, 16, 'Little Italy')
(27540, 'found', 2024, 3, 12, 15, 'High Park')
(48608, 'found', 2024, 3, 12, 15, 'Bloor West Village')
(14586, 'pending', 2024, 2, 12, 14, 'Kensington Market')
(33631, 'not found', 2024, 3, 12, 11, 'Scarborough Bluffs')
(5562, 'not found', 2024, 2, 12, 7, 'Roncesvalles')
(8400, 'found', 2024, 3, 12, 7, 'Chinatown')
(2085, 'not found', 2024, 6, 12, 3, 'Queen West')
(12002, 'not found', 2024, 6, 12, 1, 'Parkdale')
(4694, 'pending', 2024, 6, 12, 1, 'Rosedale')
(1778, 'not found', 2024, 3, 11, 23, 'Parkdale')
(44186, 'found', 2024, 6, 11, 23, 'Yorkville')
(44299, 'not found', 2024, 5, 11, 22, 'Cabbagetown')
(19669, 'pending', 2024, 1, 11, 22, 'The Annex')
(35250, 'found', 2024, 4, 11, 21, 'Queen West')
(35197, 'not found', 2024, 1, 11, 20, 'Church and Wellesley')
(25939, 'pending', 2024, 3, 11, 19, 'Leslieville')
(11786, 'pending', 2024, 6, 11, 19, 'Chinatown')
(14520, 'found', 2024, 2, 11, 19, 'Danforth Village')
(47828, 'found', 2024, 6, 11, 18, 'The Beaches')
(23014, 'not found', 2024, 5, 11, 18, 'Scarborough Bluffs')
(40348, 'not found', 2024, 6, 11, 17, 'Church and Wellesley')
(19272, 'not found', 2024, 3, 11, 16, 'Little Italy')
(22355, 'not found', 2024, 3, 11, 15, 'Liberty Village')
(6734, 'not found', 2024, 4, 11, 15, 'The Annex')
(49766, 'found', 2024, 2, 11, 15, 'St. Lawrence Market')
(37485, 'found', 2024, 4, 11, 14, 'Church and Wellesley')
(17624, 'found', 2024, 4, 11, 14, 'Liberty Village')
(2342, 'not found', 2024, 3, 11, 13, 'Scarborough Bluffs')
(12242, 'found', 2024, 2, 11, 10, 'Parkdale')
(44928, 'found', 2024, 2, 11, 10, 'High Park')
(29310, 'found', 2024, 4, 11, 9, 'St. Lawrence Market')
(6203, 'pending', 2024, 2, 11, 5, 'Liberty Village')
(16334, 'not found', 2024, 4, 11, 4, 'Roncesvalles')
(13008, 'found', 2024, 6, 11, 3, 'Roncesvalles')
(48858, 'found', 2024, 2, 11, 3, 'Scarborough Bluffs')
(19723, 'not found', 2024, 2, 11, 2, 'Rosedale')
(857, 'found', 2024, 4, 11, 2, 'Leslieville')
(3838, 'found', 2024, 2, 11, 1, 'Scarborough Bluffs')
(4927, 'pending', 2024, 4, 11, 1, 'Danforth Village')
(11971, 'not found', 2024, 3, 11, 1, 'Rosedale')
(7286, 'pending', 2024, 3, 11, 0, 'Kensington Market')
(48173, 'not found', 2024, 1, 11, 0, 'Liberty Village')
(49730, 'found', 2024, 4, 10, 23, 'St. Lawrence Market')
(26256, 'found', 2024, 5, 10, 23, 'The Annex')
(17444, 'found', 2024, 2, 10, 23, 'Chinatown')
(5644, 'found', 2024, 5, 10, 18, 'St. Lawrence Market')
(26801, 'pending', 2024, 5, 10, 18, 'Bloor West Village')
(18527, 'found', 2024, 3, 10, 17, 'Queen West')
(2108, 'found', 2024, 4, 10, 16, 'Distillery District')
(22664, 'not found', 2024, 3, 10, 15, 'The Beaches')
(43045, 'found', 2024, 2, 10, 14, 'Church and Wellesley')
(16246, 'found', 2024, 2, 10, 12, 'Leslieville')
(18091, 'not found', 2024, 2, 10, 12, 'Leslieville')
(9980, 'not found', 2024, 6, 10, 11, 'Leslieville')
(8674, 'found', 2024, 4, 10, 11, 'Rosedale')
(16494, 'found', 2024, 6, 10, 10, 'The Annex')
(11535, 'found', 2024, 2, 10, 8, 'St. Lawrence Market')
(23277, 'found', 2024, 3, 10, 8, 'Chinatown')
(34269, 'found', 2024, 2, 10, 7, 'Church and Wellesley')
(4272, 'pending', 2024, 3, 10, 7, 'Rosedale')
(27783, 'pending', 2024, 1, 10, 6, 'Little Italy')
(1850, 'not found', 2024, 3, 10, 5, 'Danforth Village')
(16171, 'found', 2024, 4, 10, 3, 'Danforth Village')
(49704, 'not found', 2024, 5, 10, 3, 'Bloor West Village')
(34432, 'not found', 2024, 2, 10, 2, 'Leslieville')
(40075, 'pending', 2024, 4, 10, 0, 'Rosedale')
(17609, 'found', 2024, 1, 9, 21, 'Parkdale')
(1699, 'found', 2024, 1, 9, 21, 'The Annex')
(23675, 'not found', 2024, 1, 9, 20, 'Yorkville')
(24641, 'pending', 2024, 6, 9, 20, 'Distillery District')
(36897, 'found', 2024, 5, 9, 19, 'Danforth Village')
(47290, 'pending', 2024, 1, 9, 18, 'Danforth Village')
(19528, 'not found', 2024, 2, 9, 18, 'Chinatown')
(25709, 'found', 2024, 1, 9, 17, 'Rosedale')
(40796, 'not found', 2024, 4, 9, 15, 'Scarborough Bluffs')
(32185, 'found', 2024, 6, 9, 14, 'Liberty Village')
(26141, 'found', 2024, 2, 9, 13, 'Distillery District')
(12429, 'not found', 2024, 1, 9, 13, 'Rosedale')
(8930, 'found', 2024, 4, 9, 13, 'Liberty Village')
(44818, 'found', 2024, 6, 9, 12, 'Roncesvalles')
(47528, 'found', 2024, 5, 9, 12, 'The Beaches')
(29815, 'found', 2024, 4, 9, 12, 'Yorkville')
(23498, 'found', 2024, 3, 9, 10, 'High Park')
(5424, 'found', 2024, 2, 9, 9, 'Little Italy')
(17603, 'pending', 2024, 6, 9, 9, 'Queen West')
(32436, 'not found', 2024, 3, 9, 7, 'Distillery District')
(47361, 'not found', 2024, 3, 9, 6, 'Yorkville')
(38805, 'found', 2024, 3, 9, 5, 'Roncesvalles')
(13716, 'found', 2024, 4, 9, 5, 'Liberty Village')
(42104, 'found', 2024, 1, 9, 3, 'High Park')
(23024, 'not found', 2024, 1, 9, 2, 'Yorkville')
(37378, 'found', 2024, 2, 9, 2, 'Yorkville')
(15499, 'not found', 2024, 5, 9, 2, 'Rosedale')
(7196, 'found', 2024, 6, 9, 2, 'Rosedale')
(20009, 'found', 2024, 2, 9, 2, 'Yorkville')
(22173, 'pending', 2024, 6, 9, 2, 'Queen West')
(21931, 'pending', 2024, 6, 9, 1, 'Queen West')
(5689, 'found', 2024, 5, 9, 0, 'Chinatown')
(43301, 'found', 2024, 6, 9, 0, 'High Park')
(23324, 'not found', 2024, 6, 8, 23, 'Kensington Market')
(35708, 'found', 2024, 1, 8, 22, 'High Park')
(5641, 'not found', 2024, 2, 8, 22, 'St. Lawrence Market')
(35096, 'found', 2024, 1, 8, 21, 'Kensington Market')
(49672, 'not found', 2024, 5, 8, 19, 'Kensington Market')
(9432, 'pending', 2024, 4, 8, 19, 'High Park')
(19771, 'pending', 2024, 3, 8, 18, 'The Beaches')
(45451, 'found', 2024, 1, 8, 18, 'High Park')
(22484, 'not found', 2024, 5, 8, 17, 'The Annex')
(16396, 'found', 2024, 2, 8, 15, 'Roncesvalles')
(12691, 'not found', 2024, 5, 8, 14, 'Church and Wellesley')
(23502, 'found', 2024, 6, 8, 14, 'Church and Wellesley')
(30186, 'pending', 2024, 5, 8, 14, 'Parkdale')
(39469, 'not found', 2024, 5, 8, 13, 'Kensington Market')
(3271, 'found', 2024, 5, 8, 11, 'Yorkville')
(3330, 'not found', 2024, 3, 8, 11, 'Bloor West Village')
(1739, 'pending', 2024, 4, 8, 11, 'High Park')
(36479, 'not found', 2024, 3, 8, 9, 'Roncesvalles')
(30394, 'found', 2024, 6, 8, 8, 'Danforth Village')
(20353, 'pending', 2024, 4, 8, 8, 'Cabbagetown')
(9082, 'pending', 2024, 3, 8, 8, 'Chinatown')
(29768, 'found', 2024, 3, 8, 6, 'High Park')
(8269, 'found', 2024, 1, 8, 5, 'Kensington Market')
(18713, 'not found', 2024, 3, 8, 4, 'The Annex')
(4750, 'pending', 2024, 3, 8, 4, 'Danforth Village')
(6153, 'found', 2024, 4, 8, 3, 'Parkdale')
(16752, 'found', 2024, 1, 8, 3, 'Cabbagetown')
(1730, 'found', 2024, 6, 8, 3, 'The Beaches')
(23515, 'pending', 2024, 6, 8, 3, 'Scarborough Bluffs')
(27479, 'found', 2024, 2, 8, 3, 'Danforth Village')
(37737, 'found', 2024, 5, 8, 2, 'Distillery District')
(13973, 'pending', 2024, 2, 8, 2, 'Little Italy')
(1155, 'not found', 2024, 3, 8, 1, 'Rosedale')
(16048, 'found', 2024, 3, 8, 0, 'Yorkville')
(9523, 'not found', 2024, 1, 7, 21, 'Liberty Village')
(11390, 'not found', 2024, 6, 7, 19, 'Danforth Village')
(333, 'found', 2024, 4, 7, 19, 'Queen West')
(44430, 'found', 2024, 3, 7, 19, 'Bloor West Village')
(26576, 'not found', 2024, 1, 7, 18, 'The Annex')
(47386, 'not found', 2024, 1, 7, 17, 'Bloor West Village')
(12149, 'not found', 2024, 2, 7, 15, 'Parkdale')
(47684, 'pending', 2024, 1, 7, 13, 'Bloor West Village')
(32109, 'pending', 2024, 3, 7, 13, 'Cabbagetown')
(29065, 'found', 2024, 2, 7, 12, 'Little Italy')
(12628, 'pending', 2024, 2, 7, 12, 'The Annex')
(27077, 'not found', 2024, 3, 7, 11, 'Church and Wellesley')
(33401, 'found', 2024, 5, 7, 9, 'Bloor West Village')
(21820, 'pending', 2024, 6, 7, 9, 'Scarborough Bluffs')
(24233, 'found', 2024, 6, 7, 8, 'Yorkville')
(38457, 'found', 2024, 3, 7, 8, 'Church and Wellesley')
(32204, 'found', 2024, 1, 7, 6, 'St. Lawrence Market')
(11763, 'found', 2024, 3, 7, 6, 'Chinatown')
(45031, 'found', 2024, 6, 7, 5, 'Danforth Village')
(46870, 'pending', 2024, 2, 7, 4, 'Kensington Market')
(32801, 'found', 2024, 4, 7, 4, 'High Park')
(40294, 'found', 2024, 1, 7, 4, 'Little Italy')
(33126, 'found', 2024, 4, 7, 3, 'Rosedale')
(30515, 'not found', 2024, 5, 7, 3, 'Rosedale')
(24103, 'found', 2024, 5, 7, 2, 'Chinatown')
(12337, 'found', 2024, 6, 7, 0, 'Little Italy')
(15567, 'not found', 2024, 4, 6, 23, 'Bloor West Village')
(32804, 'found', 2024, 3, 6, 22, 'Kensington Market')
(10310, 'found', 2024, 3, 6, 21, 'Chinatown')
(1094, 'pending', 2024, 6, 6, 20, 'Liberty Village')
(48618, 'found', 2024, 1, 6, 19, 'Cabbagetown')
(13431, 'pending', 2024, 6, 6, 18, 'Church and Wellesley')
(18416, 'not found', 2024, 6, 6, 17, 'Yorkville')
(36059, 'found', 2024, 1, 6, 15, 'The Annex')
(25979, 'found', 2024, 2, 6, 14, 'Danforth Village')
(45349, 'not found', 2024, 2, 6, 12, 'Little Italy')
(38688, 'found', 2024, 6, 6, 12, 'St. Lawrence Market')
(12174, 'not found', 2024, 1, 6, 12, 'Danforth Village')
(35001, 'not found', 2024, 4, 6, 11, 'Danforth Village')
(26309, 'pending', 2024, 6, 6, 11, 'Scarborough Bluffs')
(29937, 'not found', 2024, 3, 6, 11, 'Little Italy')
(42546, 'not found', 2024, 3, 6, 10, 'The Beaches')
(21231, 'found', 2024, 1, 6, 10, 'Leslieville')
(3310, 'not found', 2024, 1, 6, 9, 'Roncesvalles')
(36148, 'found', 2024, 4, 6, 9, 'Cabbagetown')
(24368, 'pending', 2024, 1, 6, 8, 'High Park')
(43879, 'found', 2024, 4, 6, 7, 'Yorkville')
(38839, 'pending', 2024, 4, 6, 7, 'Leslieville')
(13456, 'found', 2024, 6, 6, 6, 'Leslieville')
(30519, 'pending', 2024, 1, 6, 3, 'The Annex')
(26002, 'pending', 2024, 4, 6, 3, 'St. Lawrence Market')
(49734, 'not found', 2024, 2, 6, 3, 'Rosedale')
(39537, 'found', 2024, 2, 6, 2, 'Queen West')
(27915, 'found', 2024, 2, 6, 2, 'Cabbagetown')
(20972, 'pending', 2024, 5, 6, 2, 'Leslieville')
(17441, 'found', 2024, 3, 6, 2, 'Parkdale')
(12226, 'found', 2024, 2, 6, 2, 'Leslieville')
(10386, 'pending', 2024, 3, 6, 1, 'Parkdale')
(35330, 'found', 2024, 6, 6, 0, 'Chinatown')
(29904, 'found', 2024, 1, 6, 0, 'High Park')
(49439, 'found', 2024, 6, 5, 19, 'Rosedale')
(23281, 'found', 2024, 2, 5, 18, 'St. Lawrence Market')
(27096, 'found', 2024, 1, 5, 17, 'Church and Wellesley')
(38949, 'pending', 2024, 5, 5, 16, 'Scarborough Bluffs')
(44253, 'found', 2024, 6, 5, 15, 'Leslieville')
(33911, 'found', 2024, 5, 5, 15, 'Scarborough Bluffs')
(3694, 'not found', 2024, 6, 5, 15, 'Chinatown')
(18970, 'found', 2024, 6, 5, 14, 'Bloor West Village')
(23454, 'found', 2024, 5, 5, 14, 'Rosedale')
(34579, 'pending', 2024, 4, 5, 10, 'Scarborough Bluffs')
(9121, 'pending', 2024, 4, 5, 10, 'Chinatown')
(8885, 'found', 2024, 4, 5, 9, 'Leslieville')
(33797, 'not found', 2024, 3, 5, 8, 'Cabbagetown')
(47413, 'found', 2024, 5, 5, 8, 'Scarborough Bluffs')
(22913, 'not found', 2024, 6, 5, 8, 'Rosedale')
(35458, 'pending', 2024, 3, 5, 7, 'Scarborough Bluffs')
(122, 'not found', 2024, 2, 5, 6, 'Cabbagetown')
(14573, 'found', 2024, 2, 5, 5, 'High Park')
(38499, 'not found', 2024, 2, 5, 5, 'Bloor West Village')
(30977, 'found', 2024, 1, 5, 5, 'Leslieville')
(44091, 'found', 2024, 6, 5, 4, 'Bloor West Village')
(16785, 'pending', 2024, 6, 5, 3, 'Kensington Market')
(632, 'found', 2024, 3, 5, 3, 'High Park')
(20820, 'pending', 2024, 2, 5, 0, 'Cabbagetown')
(2715, 'found', 2024, 2, 4, 23, 'High Park')
(41412, 'not found', 2024, 1, 4, 23, 'Scarborough Bluffs')
(36698, 'not found', 2024, 4, 4, 23, 'Leslieville')
(43735, 'found', 2024, 1, 4, 22, 'Danforth Village')
(21286, 'not found', 2024, 1, 4, 22, 'Yorkville')
(12441, 'pending', 2024, 6, 4, 20, 'The Annex')
(7644, 'found', 2024, 5, 4, 18, 'High Park')
(9496, 'found', 2024, 4, 4, 18, 'Bloor West Village')
(27047, 'found', 2024, 3, 4, 18, 'Distillery District')
(22702, 'found', 2024, 5, 4, 17, 'Cabbagetown')
(33073, 'pending', 2024, 2, 4, 16, 'Liberty Village')
(48188, 'found', 2024, 6, 4, 16, 'The Annex')
(4046, 'not found', 2024, 2, 4, 15, 'Cabbagetown')
(28615, 'found', 2024, 6, 4, 14, 'Little Italy')
(26008, 'pending', 2024, 3, 4, 13, 'Bloor West Village')
(39417, 'not found', 2024, 3, 4, 13, 'Liberty Village')
(17390, 'pending', 2024, 2, 4, 12, 'Rosedale')
(19582, 'not found', 2024, 6, 4, 11, 'Chinatown')
(5234, 'found', 2024, 6, 4, 11, 'Liberty Village')
(24755, 'not found', 2024, 6, 4, 11, 'Yorkville')
(47605, 'pending', 2024, 5, 4, 11, 'Roncesvalles')
(37929, 'not found', 2024, 2, 4, 9, 'Bloor West Village')
(8605, 'found', 2024, 2, 4, 7, 'Rosedale')
(6666, 'found', 2024, 2, 4, 6, 'Roncesvalles')
(34380, 'not found', 2024, 6, 4, 6, 'Parkdale')
(16053, 'not found', 2024, 5, 4, 5, 'Distillery District')
(12854, 'pending', 2024, 4, 4, 4, 'The Annex')
(36757, 'found', 2024, 6, 4, 4, 'St. Lawrence Market')
(2438, 'not found', 2024, 1, 4, 2, 'Queen West')
(17875, 'found', 2024, 4, 4, 1, 'The Beaches')
(13643, 'found', 2024, 4, 4, 1, 'Rosedale')
(47905, 'not found', 2024, 4, 4, 1, 'Cabbagetown')
(25580, 'pending', 2024, 6, 4, 0, 'Cabbagetown')
(13761, 'not found', 2024, 2, 4, 0, 'Leslieville')
(34264, 'not found', 2024, 1, 3, 23, 'Roncesvalles')
(35024, 'not found', 2024, 6, 3, 23, 'High Park')
(717, 'pending', 2024, 6, 3, 22, 'High Park')
(3283, 'pending', 2024, 6, 3, 22, 'Distillery District')
(44987, 'not found', 2024, 6, 3, 21, 'Danforth Village')
(43756, 'found', 2024, 6, 3, 20, 'The Beaches')
(38248, 'found', 2024, 3, 3, 18, 'Chinatown')
(16563, 'not found', 2024, 1, 3, 18, 'Cabbagetown')
(35535, 'found', 2024, 2, 3, 17, 'Parkdale')
(27379, 'found', 2024, 4, 3, 16, 'Scarborough Bluffs')
(13583, 'not found', 2024, 1, 3, 15, 'Liberty Village')
(4201, 'found', 2024, 3, 3, 15, 'Yorkville')
(30808, 'not found', 2024, 4, 3, 12, 'Yorkville')
(32933, 'found', 2024, 2, 3, 12, 'Little Italy')
(47704, 'pending', 2024, 3, 3, 10, 'Little Italy')
(9198, 'not found', 2024, 6, 3, 10, 'Yorkville')
(36768, 'found', 2024, 3, 3, 8, 'Chinatown')
(27555, 'found', 2024, 4, 3, 7, 'Queen West')
(26039, 'not found', 2024, 2, 3, 6, 'Cabbagetown')
(15675, 'not found', 2024, 2, 3, 6, 'Scarborough Bluffs')
(14991, 'found', 2024, 1, 3, 5, 'Parkdale')
(13, 'pending', 2024, 4, 3, 3, 'St. Lawrence Market')
(9776, 'not found', 2024, 1, 3, 2, 'Cabbagetown')
(36704, 'found', 2024, 3, 3, 2, 'High Park')
(23030, 'pending', 2024, 6, 3, 2, 'Bloor West Village')
(48644, 'pending', 2024, 1, 3, 1, 'Queen West')
(9277, 'found', 2024, 1, 3, 1, 'Distillery District')
(17958, 'not found', 2024, 2, 2, 23, 'Rosedale')
(866, 'found', 2024, 1, 2, 22, 'Little Italy')
(39605, 'found', 2024, 5, 2, 21, 'Distillery District')
(33100, 'not found', 2024, 3, 2, 20, 'Queen West')
(22168, 'found', 2024, 3, 2, 20, 'Roncesvalles')
(4986, 'found', 2024, 2, 2, 17, 'Scarborough Bluffs')
(1564, 'found', 2024, 6, 2, 17, 'Kensington Market')
(34490, 'pending', 2024, 3, 2, 16, 'Bloor West Village')
(22108, 'found', 2024, 1, 2, 15, 'Parkdale')
(16018, 'pending', 2024, 3, 2, 15, 'St. Lawrence Market')
(33890, 'pending', 2024, 3, 2, 14, 'Liberty Village')
(23945, 'found', 2024, 1, 2, 14, 'Bloor West Village')
(41658, 'not found', 2024, 1, 2, 10, 'The Beaches')
(3905, 'pending', 2024, 1, 2, 10, 'Chinatown')
(13521, 'found', 2024, 5, 2, 9, 'High Park')
(24113, 'pending', 2024, 1, 2, 9, 'High Park')
(35257, 'not found', 2024, 2, 2, 9, 'Cabbagetown')
(7728, 'found', 2024, 6, 2, 8, 'Liberty Village')
(4379, 'not found', 2024, 3, 2, 5, 'Cabbagetown')
(17873, 'found', 2024, 5, 2, 3, 'Distillery District')
(42184, 'found', 2024, 3, 2, 2, 'High Park')
(29239, 'pending', 2024, 4, 2, 0, 'Yorkville')
(18559, 'pending', 2024, 3, 2, 0, 'Bloor West Village')
(8805, 'found', 2024, 5, 1, 21, 'Rosedale')
(28803, 'pending', 2024, 3, 1, 21, 'Yorkville')
(30653, 'not found', 2024, 6, 1, 20, 'The Annex')
(31631, 'pending', 2024, 5, 1, 19, 'Roncesvalles')
(41172, 'pending', 2024, 3, 1, 19, 'Bloor West Village')
(7852, 'pending', 2024, 6, 1, 19, 'The Annex')
(13642, 'found', 2024, 6, 1, 18, 'Scarborough Bluffs')
(22656, 'found', 2024, 1, 1, 18, 'Queen West')
(26486, 'found', 2024, 4, 1, 18, 'Roncesvalles')
(29529, 'found', 2024, 2, 1, 18, 'Kensington Market')
(29368, 'not found', 2024, 3, 1, 17, 'The Annex')
(31234, 'not found', 2024, 5, 1, 17, 'Cabbagetown')
(7073, 'not found', 2024, 4, 1, 17, 'Leslieville')
(20764, 'found', 2024, 4, 1, 17, 'Rosedale')
(15997, 'not found', 2024, 2, 1, 16, 'High Park')
(17885, 'pending', 2024, 5, 1, 16, 'Bloor West Village')
(17610, 'found', 2024, 5, 1, 14, 'Roncesvalles')
(43867, 'not found', 2024, 5, 1, 14, 'Kensington Market')
(18204, 'pending', 2024, 5, 1, 13, 'High Park')
(14242, 'found', 2024, 6, 1, 13, 'Liberty Village')
(29524, 'not found', 2024, 6, 1, 12, 'Distillery District')
(1978, 'pending', 2024, 2, 1, 11, 'Cabbagetown')
(754, 'not found', 2024, 2, 1, 9, 'Cabbagetown')
(1401, 'not found', 2024, 5, 1, 9, 'The Annex')
(39771, 'found', 2024, 6, 1, 9, 'Roncesvalles')
(42391, 'found', 2024, 6, 1, 9, 'Church and Wellesley')
(32971, 'not found', 2024, 3, 1, 8, 'Kensington Market')
(34547, 'not found', 2024, 5, 1, 8, 'Queen West')
(46597, 'not found', 2024, 2, 1, 7, 'Danforth Village')
(21377, 'found', 2024, 3, 1, 7, 'Liberty Village')
(15118, 'found', 2024, 1, 1, 6, 'Queen West')
(48639, 'found', 2024, 5, 1, 6, 'Parkdale')
(21347, 'pending', 2024, 5, 1, 5, 'Parkdale')
(6939, 'found', 2024, 5, 1, 5, 'Bloor West Village')
(15939, 'found', 2024, 4, 1, 4, 'St. Lawrence Market')
(9280, 'not found', 2024, 4, 1, 2, 'Liberty Village')
(11543, 'found', 2024, 1, 1, 2, 'Little Italy')
(25749, 'pending', 2024, 1, 1, 2, 'St. Lawrence Market')
(29978, 'found', 2024, 4, 1, 0, 'Queen West')
(37106, 'found', 2024, 2, 1, 0, 'Rosedale')
(36586, 'not found', 2023, 8, 31, 23, 'Bloor West Village')
(1531, 'found', 2023, 1, 31, 23, 'Little Italy')
(18776, 'found', 2023, 8, 31, 20, 'Rosedale')
(21515, 'found', 2023, 10, 31, 20, 'The Annex')
(26614, 'found', 2023, 1, 31, 20, 'Church and Wellesley')
(49247, 'found', 2023, 8, 31, 18, 'High Park')
(38406, 'found', 2023, 3, 31, 18, 'Queen West')
(32986, 'pending', 2023, 3, 31, 17, 'Parkdale')
(47653, 'found', 2023, 8, 31, 17, 'Chinatown')
(7578, 'pending', 2023, 12, 31, 17, 'Scarborough Bluffs')
(616, 'pending', 2023, 7, 31, 16, 'The Annex')
(39498, 'not found', 2023, 8, 31, 16, 'Cabbagetown')
(41618, 'found', 2023, 8, 31, 15, 'The Beaches')
(23846, 'not found', 2023, 5, 31, 12, 'Rosedale')
(6499, 'not found', 2023, 10, 31, 12, 'Little Italy')
(6755, 'not found', 2023, 8, 31, 12, 'Distillery District')
(4014, 'not found', 2023, 5, 31, 12, 'Little Italy')
(3809, 'found', 2023, 3, 31, 10, 'Leslieville')
(45997, 'pending', 2023, 10, 31, 9, 'The Annex')
(47262, 'found', 2023, 5, 31, 9, 'Scarborough Bluffs')
(24472, 'found', 2023, 8, 31, 7, 'Kensington Market')
(37272, 'found', 2023, 10, 31, 7, 'Danforth Village')
(14449, 'found', 2023, 1, 31, 5, 'Liberty Village')
(8206, 'not found', 2023, 3, 31, 5, 'Parkdale')
(37599, 'not found', 2023, 8, 31, 3, 'Roncesvalles')
(44976, 'not found', 2023, 8, 31, 3, 'Distillery District')
(25828, 'pending', 2023, 7, 31, 3, 'Kensington Market')
(49457, 'found', 2023, 12, 31, 2, 'Leslieville')
