VIN,Make,Price,Purchase_Method
PUFUTYDFX4SMM6CKE,Lexus,180000,Cash
9CT41PV01FH56V9G2,Dodge,370000,Cash
T2HBH1M25DN36SUA7,Kia,200000,Cash
0ALCEC4676GRM3JCU,Mercedes-Benz,420000,Lease
BAU79UWS4D3EC0985,Chrysler,50000,Financing
UJPCF3JP1WKV1H5S4,Volvo,180000,Financing
AUC5WH5R8PXLGAY9U,Acura,340000,Financing
MZHHBSMJ8ZZ43LD69,Ford,30000,Cash
C24GVJLF2NMT44WC2,Volkswagen,60000,Cash
5SCTNAMU69YKKTZXW,Isuzu,390000,Financing
9MJAKJYL2GHG8WELJ,Audi,290000,Cash
J1GRR0BL9TJDDG9JL,Cadillac,160000,Cash
7321K4R18UW36PKG1,GMC,360000,Cash
9TWYGEY4XSV2RLGL2,Chrysler,490000,Cash
E6KLVB780Z1H6EW0X,Buick,360000,Financing
FC5G57XC9TUVX0H60,Chrysler,360000,Financing
15CTFW8Y2DYVA5NSP,Saab,330000,Cash
F33EWLGS033XFZ60W,Mitsubishi,280000,Cash
40SVK61H097X04DTN,INFINITI,350000,Cash
V5A59YAT99LZ982UJ,Mercedes-Benz,70000,Lease
E2FVHR5L91C660PAH,Chevrolet,20000,Cash
WGH6LK3U4KT50KYGV,Toyota,290000,Cash
BJ4N33PU5YY955S55,Toyota,250000,Cash
CGYWS4ER885H0RNLW,Volvo,120000,Cash
DH7Y9F916EMMXBF4W,Toyota,100000,Cash
T7CRVTCR23LULYNCS,Nissan,30000,Cash
DKCP5JY73J5MAK9J2,Hyundai,340000,Financing
M6EAA7MZ0PDWLPT7R,Ford,30000,Financing
L8SB743U21SUYFD21,Jeep,50000,Cash
6K9RPJHD3FN2YM0LE,Lincoln,200000,Financing
FMYSFWW92G7YNWR8W,Chevrolet,140000,Cash
0LUB8F6W55VY3JT02,Volvo,420000,Financing
D92E5WMA2R2X3U1NR,MAZDA,320000,Financing
4YX3SCBU24AT52KB9,Chevrolet,310000,Financing
LG2AUHBF5KFXNSRJA,Chrysler,270000,Cash
ZNKWCG4R8WZ5KV05V,Toyota,460000,Cash
6WRG3MMZ974ZW0XGK,Mercedes-Benz,400000,Cash
RVENDTA162XNARPWD,INFINITI,180000,Lease
VFX1ANTD9TT512DCR,Cadillac,10000,Cash
RX4LLZC68Y00SBMEP,INFINITI,90000,Cash
FF60HW0E7G1X48B0Z,GMC,170000,Lease
P738UGGJ8ZGLPEBAE,Honda,480000,Lease
W9G3P1DH90PKZ9PA3,Oldsmobile,40000,Cash
292NDVPF064V972BT,Buick,180000,Lease
F4PPNJNW6XMC0CU9B,Suzuki,10000,Cash
5LJTN0LM1ANCEK3EJ,Dodge,330000,Lease
NF4MS6HA0WVL664YU,Chevrolet,440000,Financing
H3CAPZZ051NM4DFE8,Chevrolet,70000,Cash
XDWZ8ML30D217LR53,Lincoln,420000,Financing
NWE76D7748SZUN4JJ,Dodge,220000,Financing
X2N999ZW2825PXFDU,Audi,400000,Cash
FPZ07DU8707FKZ8VN,Dodge,170000,Financing
WH06WBS501HJ071H1,Chevrolet,190000,Cash
F82ARX7L0ZNWXVT7V,Chevrolet,80000,Cash
6VAMLKHC2HLBVEPHD,Chevrolet,390000,Cash
UK5FHCNFXWS6K4JN2,Ford,10000,Cash
DT52ZACA9Z2ARPD3L,Nissan,200000,Financing
WV0MLANB7V7HAY21M,Nissan,420000,Financing
W1S5RBFF0UFR9D22N,Chrysler,360000,Cash
C093KHBK6RPDV0UMD,Honda,340000,Financing
XGCVESU396LBHST27,Daihatsu,180000,Cash
CFB9CV4Y63KECBAAZ,Acura,120000,Lease
85UG1H4Y5E209BS0H,Isuzu,330000,Cash
R1KYWG6B2JWUN4ELS,Nissan,440000,Cash
AZMRLKSZXZ88RUX1A,Chevrolet,210000,Financing
5U5A6VSA8EY6RN8MZ,GMC,390000,Cash
THF0NNMV61TFF1D0C,Chevrolet,320000,Cash
K3BT6HCC80PDJ3B1M,GMC,220000,Cash
0MA0XAYX33V3MDAPX,Audi,200000,Financing
9B4ECUJYXR1V0UA34,GMC,440000,Financing
U77LWB2B8GCV073NT,Volkswagen,310000,Cash
SZ245A38XVUTNWMFH,GMC,490000,Lease
UK1BKHWZ843YY3V61,GMC,100000,Cash
9B3B2DHR1UZKKHJ71,Mercedes-Benz,390000,Financing
MVX5JWJZ0Z27E28N7,Chevrolet,20000,Cash
DBRBWNFC3L9U33V3M,Honda,260000,Lease
7YZR6X4G9WJ80YEGB,MAZDA,90000,Cash
81LCASJMXD89RFV5W,Audi,100000,Financing
BHDGPDE52VS5F6MAD,GMC,260000,Cash
655M54J26TN2UXL35,GMC,470000,Lease
U1U07CRV2APS6PM8Z,Acura,210000,Cash
6NLZC74353BKYGZYC,Ram,470000,Cash
S9CU2FKN40GDF0KJL,BMW,410000,Cash
3CANFRC043TNZWVK8,Lincoln,230000,Lease
3BWK4N5C4UD5818FT,Chevrolet,150000,Cash
Z89MGNMH0MTCF5XA0,BMW,290000,Cash
LTH2JAYK38VUU5WEP,Volvo,300000,Financing
5KYVFK5R0A4UW8U2Y,Acura,40000,Lease
E0BF9BWR42GVHAX3U,GMC,360000,Financing
AUHJ4TNV43ABEDRXB,GMC,130000,Financing
8BKA31AFXYVA32XTL,Dodge,20000,Cash
TH5T1Y081A472UPSD,BMW,440000,Lease
HFCW3A9E9GJZPYP99,Lincoln,140000,Financing
STHK88364D3W2Z70Z,Ford,480000,Cash
00GXTHCD96CTSPSMG,Ram,370000,Cash
JKRCBBXP14DWRKT14,Chevrolet,100000,Financing
NZD1BXPH3G1H7TFXX,Volkswagen,120000,Financing
X8YKDVST08GY2HAHR,INFINITI,360000,Cash
WMYJJTYP8C3V5HLCV,Audi,340000,Lease
69JBKRL90W3UK1V0T,Dodge,430000,Cash
V19L7TLF7UA860ZKT,Toyota,390000,Cash
HD3311VE00WCSRZ9K,Chevrolet,340000,Financing
V8K37J1C1CWNBJPZ9,Lexus,440000,Cash
LHYUC7H405A21V5TN,Nissan,380000,Cash
X5ENF5ME7TZM5RWAU,Chevrolet,90000,Cash
0875JF3M8R1F3FZH9,Isuzu,50000,Financing
D6SJRMUS654BFSYZC,Dodge,230000,Cash
KJGF5BF54TKEY3RUL,Toyota,450000,Cash
HY5HURJL4J96XWL5F,Nissan,190000,Financing
FUNAFDNCXJJ4PWE8P,Honda,410000,Cash
HB79WE544EJBGY3VG,Jaguar,120000,Cash
56KYVJ8Z2W47ZMPLV,Chevrolet,360000,Lease
K8YBDX1H80LJ4734U,Nissan,400000,Cash
P6CBHWW64US92FH9A,Mercedes-Benz,310000,Financing
PPH8AHSJ5LS9WP1UT,Chevrolet,390000,Cash
DGNY5Z1264R7T7NS6,GMC,340000,Financing
G8JMDVST6A3EFP2DZ,Acura,400000,Cash
LJTYB4EBX46960N2P,Ford,320000,Financing
0JSRS0372MTB3DL7C,Dodge,140000,Cash
1LFT94120AUHSW1MX,BMW,180000,Financing
SWRNDCVE7UJR0DT2G,Scion,460000,Financing
03KPJEWE0AWECV06T,Chevrolet,50000,Cash
PGE921M0268AT1E1L,Buick,170000,Cash
EEMVXBJU3GATC8VEG,Ferrari,350000,Cash
D64WX1AG09FMNUD8T,Dodge,430000,Cash
F49WAX488PTZVZAKT,Acura,340000,Cash
M9B9KP1E5Z6CUMML2,Ford,320000,Financing
LEKY6DYB9XX09R453,Aston Martin,90000,Cash
TKL88JRY5KD9UX0NZ,Ford,210000,Financing
LC3X6MYL7REVWGDDF,GMC,40000,Cash
D6ZGWHZA6J2PM0E23,Porsche,470000,Financing
UUAKZTRZ5J5NAVLM0,Chevrolet,270000,Cash
058P8TMB5TT69DD27,Subaru,290000,Cash
PUSK6CXZ13U4MEN61,Volvo,60000,Lease
8DWS9DUG3NESF7F8H,Suzuki,80000,Cash
MVCSMRE11X0N9GJ6U,Chevrolet,110000,Cash
D04YEGC723G01928M,Volvo,50000,Financing
46LB3FYW5YBM8GHLD,Toyota,280000,Financing
W4JY82T99ZU5WKF6F,MINI,460000,Financing
HPAECE8D3DT8DPBTA,Volvo,10000,Cash
8EU393148SD5MMM8E,GMC,480000,Financing
6CWXKV5R1UD2CF36Z,Hyundai,230000,Cash
ZSBEZSZW3ZZZNA2YY,Lincoln,350000,Cash
E49FBNXY29WH6KHVY,Nissan,330000,Financing
Z892DZAW5MPNUKVVZ,Alfa Romeo,50000,Financing
9GD7DTW8575FR5X82,Honda,340000,Cash
85GB28A27VN48BBT5,GMC,380000,Cash
7TNRLJMR4UHH59Y47,Lexus,100000,Financing
UM2S6E4N3Y7CR403V,Nissan,210000,Financing
X6Z2EK447B5R878VK,Toyota,190000,Financing
66W1SE7F660YBLCS4,Audi,480000,Financing
027SPVK03DE0R6M28,Mitsubishi,60000,Cash
4NZF4K5222KY4NYJN,GMC,50000,Lease
PFKKE3XL1943AM4H2,Mercedes-Benz,460000,Cash
UJSN67HF9T2JD6WYW,Jaguar,110000,Cash
MNL0LB5R7AKDABM5W,BMW,120000,Cash
GAZBRPWGX1Z62SM9Z,Ford,330000,Cash
XYPD595Z0LYM82LE7,Volkswagen,50000,Lease
7KH3CF5UXR9M26D2G,Mercedes-Benz,230000,Cash
SV2B9P8M7UED0GZT0,Lexus,360000,Cash
4LXM8G2F6HJJZYFG5,Ford,380000,Cash
M4UKJVY3XTT2Z420W,Lexus,190000,Financing
V4GB01JV122103TJM,Chevrolet,120000,Cash
A8RRTUL543CPRYTHB,Honda,410000,Cash
2FN47G3T6XEXCU7BR,Kia,400000,Cash
ZM3XB90W9F8XC045Z,Hyundai,10000,Cash
0XFAUDTW95G0F0YR7,GMC,120000,Cash
E7BVET2V04VGWFUT2,Ford,80000,Cash
X9GSSSN158TTAFD2E,Mitsubishi,410000,Cash
2DNE81MY608H7DBXJ,Volkswagen,220000,Cash
A1AK6Z7L24TYS0BJ6,Mercedes-Benz,10000,Financing
4T9HKAK36M6Y7FTAY,GMC,310000,Cash
WRCAZG15875V4KKK4,Toyota,240000,Cash
F05D3E0F7BKJAW5K8,Lexus,50000,Cash
DPYBZLWW81BWAZ9H7,Nissan,190000,Financing
PGNDFVFP4LY838G85,Plymouth,130000,Cash
C0MFJEFJ9B06V4PS5,Nissan,180000,Financing
H51HWJDB9NUFKEDKY,Hyundai,370000,Cash
8EFEX6LU6FU0KHP65,Mitsubishi,270000,Cash
LFXWVHES05XM1CX3D,Mercedes-Benz,440000,Cash
J04HBGUD8SL6C0Y2Y,Chevrolet,160000,Cash
FTVSWPYS4669RE85Z,Mercedes-Benz,340000,Financing
MVCAT47W8LTA0AHBY,Suzuki,140000,Cash
DC5D56UL0SVE3KCW0,Nissan,220000,Financing
483YPE3L1L2NP95F1,Subaru,240000,Financing
30ZJ3TX0165TJ24AU,Toyota,30000,Cash
J33E204Z5X4BC275V,Buick,140000,Cash
NBNLZ9ZZ84W3MH4RE,Chevrolet,160000,Financing
AU9FJ6X4X2CCSNGH7,Land Rover,190000,Cash
H0NK5PBB5G49L2NX8,Chevrolet,40000,Financing
YBP8V0MF1USKULABW,Honda,180000,Cash
848879UV98D74R6EH,Chevrolet,340000,Financing
DSXMMPC90TBGH09HN,Volkswagen,60000,Cash
80C0N5VJ96NSS4Y21,GMC,280000,Cash
87YK1K3K6W6WT8D6G,INFINITI,460000,Cash
2CPHKC8S9YFM7LMXJ,Acura,280000,Cash
U16UUEZ080FGPHTEN,Ram,470000,Cash
960US1H828223PDAY,FIAT,460000,Financing
MNU46SGX17GM3FYBH,GMC,30000,Financing
J459M3MG3MX2NHE4N,Chrysler,300000,Financing
307L5FVH6HP3NLJ3U,Mercedes-Benz,410000,Cash
KY9EVNUT0FPN90MF8,GMC,420000,Cash
0YXX6J2A5BRME83XC,BMW,310000,Cash
Y2AMDDNB0DV72U5ZD,Dodge,180000,Financing
WNZWM3Z17DXX5YT6D,Toyota,110000,Cash
GDMGH3CR9V5X872C6,Hyundai,210000,Cash
0L1KLMU226042JYWC,Mercedes-Benz,450000,Lease
S7TLM0CL08UW2MPXD,Lexus,110000,Cash
TZ72Z7HK41NGKA4E0,Mitsubishi,480000,Cash
NVVBS3K20CDJPZ36J,Hyundai,210000,Cash
56KY4UDV8H7FHKXBV,Acura,110000,Cash
G9L98NEC6HDG1PX19,MINI,480000,Financing
HKU6W9RU5FD84998E,Rolls-Royce,60000,Cash
20XR3U13543NXXSXU,MAZDA,370000,Lease
4TM6XEXM5Y1B9SBEH,BMW,340000,Financing
KUXEFJRB6H19Z4VAM,Audi,200000,Financing
T5EVDLWX0KKW16S28,Scion,180000,Cash
32C3TSZ08VC5SM3FV,Nissan,370000,Financing
SUSWXYWAX2PAG2UG5,Ford,220000,Cash
JMYS9ATB80C1R1YMF,GMC,60000,Lease
29GW9NLZ1KNEYKZLJ,Jaguar,420000,Cash
LW2W1J5U3CSNHWLN9,INFINITI,240000,Lease
FSXTAAZF53B8V39FV,Volkswagen,60000,Lease
UJ89W45J611U3XD85,Volvo,250000,Financing
5PEK0VK12BEA54SMT,Chevrolet,180000,Cash
EM6EU6HS5W932HZ6B,Nissan,360000,Cash
EGXSEXUW6729B9195,Ford,150000,Cash
FT9GGBZA66K3SYHY8,Ford,160000,Lease
7J3FZUAH42NZ745SY,Lamborghini,250000,Cash
K4DG02J83JK2RARSJ,Jaguar,420000,Cash
1BHKPCWP64U4LU847,Honda,380000,Cash
USN4UNMC410NGBJP2,Isuzu,150000,Financing
J7DNUDC52V9U76J2G,Ford,400000,Financing
U2D1G17F6CKT1AL2D,Pontiac,470000,Financing
AK26AFZY6SLZA689Z,Volvo,240000,Cash
F9CY1TPM4KDLF4B09,Ford,100000,Cash
W585T89PX65R3SE92,Volkswagen,290000,Lease
K1G56S9867T30601V,Mercedes-Benz,350000,Cash
SZXMTD2891EZ2JD1M,Pontiac,490000,Cash
CFRVRR1B0KWK335RL,Ford,270000,Cash
T9CFE8MA3NYTU8C2F,Land Rover,420000,Financing
5X5MNNMXXA392MFWL,Ford,290000,Lease
7EK4N84B65UU3DEEZ,Toyota,90000,Financing
FSTT3K560MCMRW6TD,Ford,390000,Cash
B5RLLZNY8JTP5M7Y2,Nissan,70000,Cash
ANAS3RHHXCY58DU63,Mercury,250000,Cash
NBL0J6671PV2L6PDH,Dodge,420000,Cash
8VMMK4NX3BN7M6WC3,Pontiac,340000,Cash
A03R0XYS6F2MWA08F,Chevrolet,300000,Financing
BBKUC51A6YA1FMPN8,Volkswagen,470000,Financing
2AMDF5XM6SWV40PST,Mercedes-Benz,270000,Financing
2AN9567M0372YXT6Z,Dodge,190000,Financing
8KU3GFT54SYPZXD9T,Ford,70000,Cash
U8U300M077BHZ3HAZ,Suzuki,80000,Cash
4VY1K3AH0N7L12G4V,Audi,490000,Cash
F819NWED2P9LTH785,MAZDA,190000,Cash
Y4HZ0Z7H75CVB30HM,Chevrolet,440000,Financing
Y9FZ18JJX5FWPW602,Mitsubishi,410000,Financing
3BW28NCJ6DM6UL2TW,GMC,460000,Financing
G8L8D0N66TX4J9SX5,Mercury,200000,Cash
R6P8T1AF5YMBY9X6P,GMC,220000,Cash
VXCHLH4G3S5Z0K89X,Volvo,430000,Financing
8ANGU3CE6HLARXP1T,Toyota,100000,Financing
ZT981ZT25VJW55TFE,Audi,90000,Lease
JAS1J7V65GUUHTKSM,Mercury,490000,Cash
5H1W9R9C7NYKHCW2V,Honda,180000,Cash
KFG8H6UVXV91LYR9F,Ford,40000,Financing
1DJ486KB529EVKW2B,Ford,320000,Lease
ZDBK02EF4U6BHPGLL,Toyota,150000,Cash
UE0LNVMD0H1GM4WV4,MAZDA,340000,Cash
E4ZM3Y650WCPB6D6D,Audi,40000,Cash
YF0YE2AG6FZ0G245S,Isuzu,480000,Cash
G8WWE3ZG5TYPNSK51,Mercedes-Benz,440000,Cash
GR6AA0P89E10W8X68,Dodge,260000,Cash
7NNETYVA5UA606D0W,Toyota,390000,Financing
NMCHJE1U3NPA4CMVF,Ford,130000,Cash
2CZ6MXGX6ZRJ3H0Y3,Kia,80000,Lease
P7HJDEL14TVR8ERGF,Ford,180000,Lease
WN6ATSA87RPA3DGAV,Nissan,240000,Lease
031C4PRS686VUHXX3,Bentley,350000,Financing
CABKP5N311XVCEEYD,Dodge,440000,Financing
FGMSB0ZD0566NJKNC,Chevrolet,170000,Financing
BHWF1JHW0D5GUV6JZ,GMC,490000,Cash
8MFKKHF26EXAHS9J3,Kia,80000,Financing
3ZLKS2DG6Z9BS3X3U,Honda,120000,Cash
YDLRF9C65Y0WBVCZY,GMC,250000,Cash
URFLRF5G2RF4N56GB,Audi,340000,Financing
NWD2ZZKW8854WZ5MR,BMW,400000,Financing
E5AZ2HVS28CNCAWH4,Nissan,370000,Cash
KG4UPKRG6CB6J8J3H,Hyundai,390000,Cash
5T13WRMF9LZEVYZ2J,Ford,80000,Cash
0EFEZKBP345M5RWU8,Jeep,90000,Financing
Z4B0K1HW2JVC4AY3B,Chevrolet,10000,Financing
9B83SFUM0FUZRS29J,Volkswagen,240000,Cash
E5DX5T9978LM546ZC,Mercury,300000,Cash
JWBSSE99XSCBHP3NK,Chevrolet,360000,Financing
EAT46RPV27H53UMHJ,Hyundai,410000,Cash
EUYLR7BRXYJ3XUUJM,GMC,80000,Cash
ZS80V9W48R3YP9N3S,Nissan,240000,Cash
LJ9J3H9R12PJJ871H,Toyota,430000,Cash
7P5ZT0K16KNN9HR7Z,Honda,400000,Lease
L22F2XVG7W3FVVK5Y,Toyota,290000,Financing
7BZ6Y7WX0C1SF8Y25,Chevrolet,140000,Financing
RCGGC8B14B56ZNY9D,Audi,490000,Financing
4NRADL4S591X5F9HU,Subaru,60000,Financing
76H8LM1R53PX7GJEP,Ford,20000,Financing
SWF9YZ7868BZT0CZ6,BMW,210000,Cash
21D558X142RSJ8WP5,Chevrolet,480000,Cash
NSJSK7PE99M12G0FJ,Chevrolet,50000,Cash
C3NG5F6P4ULJRDL6E,Lincoln,360000,Financing
WPLMZ85T74XKGT0D2,Lincoln,110000,Lease
GEHG9MBR9M68PHHD5,GMC,480000,Financing
LD5M9UF42MV5482C2,Chevrolet,400000,Financing
AG59PJ7C9WDLB3D4P,Toyota,380000,Lease
48C9S8LY9Z8WDWTCT,Lincoln,420000,Cash
H5FKZZ0TX1X49Z271,Ford,340000,Cash
ANN15UHY6KJ4A9Z5R,Subaru,280000,Cash
ZTT4FP526YHJ08H3Y,Ford,420000,Lease
P1HD0M3Y4WP4UFR30,Volkswagen,170000,Cash
HY12WLBY85ERV83PN,Toyota,290000,Cash
N3FAYUJG8M9F78RRW,Chevrolet,310000,Cash
M3Y9R8KJ1B18EZY3F,Ford,230000,Cash
TKR6JXZZ3DEBELVXW,Ford,160000,Cash
HJ1VNVB76DN2R73GW,Toyota,170000,Financing
8F3PLSLE2KKAJXMBL,Honda,140000,Cash
DM204E4D9VUL8DXBE,GMC,200000,Cash
5JL16DHB8ANC6LG72,Chevrolet,340000,Financing
XTC5ZR5W6KCPSN8BY,Hyundai,120000,Cash
G2A18MJG8MVP4WBZS,Mercedes-Benz,180000,Financing
Y1XUSXR504BKP8CRF,Volkswagen,120000,Financing
2VLSN38HXLVK53VND,Nissan,320000,Cash
864Y4ZRD8U78LJ69N,Honda,10000,Lease
HK8F95LU6TZHNXPK8,Lincoln,390000,Cash
1ZF46HCD5ZE7J4TP3,Toyota,330000,Cash
Z90T0P7P38Z27HXMZ,Ford,470000,Cash
HUWSZ1SY8JYUD8MYB,Land Rover,310000,Cash
CLD0BCLJ56G7GCLNF,Volvo,490000,Cash
LKS0NP9N1C6CR5908,Dodge,380000,Financing
1XBFKWNR90GLFGMAA,Audi,120000,Cash
J6GTGT8L8YBJZN98A,Chevrolet,40000,Cash
26UKPZ9Y3XV1W5SY3,Ford,130000,Lease
JD2MWC3P6NEN9RKPE,Chevrolet,110000,Financing
YAK0K00G7BNE71JSS,Audi,470000,Cash
6W0GB1H47S789CPDY,Nissan,200000,Financing
S8K7BJVA6CWKXMT8N,GMC,390000,Financing
NDVR94RS6B6XGZ9K3,Chrysler,380000,Financing
RYEBEES20VWHFXSEP,Toyota,360000,Financing
TZVVUJ5B6RN3U079F,GMC,160000,Cash
4EU2Z10L87E0534T3,Porsche,360000,Lease
GXBPM4EC6GZMJSMSX,INFINITI,30000,Financing
LSTEF5266XHLLSV3J,Jaguar,300000,Financing
KF4VHYER1XLPG9523,Saturn,440000,Cash
W7JCMD3Z5KM4WCK9C,Ford,310000,Cash
5SFZLYD718SH3EK5K,Mitsubishi,70000,Cash
ELK425UT6KLVTV30L,Ford,260000,Cash
UXFUAYF51GMPULLM9,Chevrolet,430000,Cash
LW8509BB217HWBG4W,Bentley,420000,Financing
DPXHLY0U7XET6F141,Saab,90000,Cash
VBEG5AKAXRFTAATZ3,Saab,50000,Cash
P20VWAC08NUXRUHDV,INFINITI,330000,Lease
3B5FNV821F74V4UXP,Nissan,240000,Lease
XSBPZADSX066C2JZ9,Nissan,250000,Cash
9Y4ZN3AK4PAJ80ETM,GMC,190000,Financing
253DL2GR77UDJRKTW,Lexus,180000,Financing
R0Z18RDF774FX55UM,Nissan,90000,Cash
YS3686VC4AY4DFKLW,Ford,130000,Financing
T5ZHDAV33ZLL908EB,Chevrolet,40000,Cash
UB9WRMBP170GYP25K,Ford,200000,Cash
XK2U2A6Y6ERMYSXW7,Nissan,400000,Cash
DY621BVV8NGCYWU51,Lexus,200000,Cash
P9SX2AAL7L28450ZM,Daewoo,440000,Lease
YHP3TDL6X3R22WWN0,Dodge,50000,Cash
64HSR7TMXNBZT0YXZ,Kia,270000,Financing
GLJY0NHD5287RAY09,Volkswagen,330000,Cash
XVB8499N6XD85WNZ0,Mercury,370000,Cash
VBYM026306DF6LE73,Lexus,320000,Cash
9XRE0J5A20LLCD63S,Chevrolet,80000,Cash
YNETME0PX5MTDHZW0,GMC,40000,Financing
72Z1SGFB5294FZ31M,Cadillac,390000,Cash
SMGHHJZD48PCSR6PZ,Ford,450000,Cash
B09TS23D3JZFHWD78,Cadillac,350000,Cash
R0N99SK47B2LDJTRP,Volkswagen,160000,Financing
4MK2UVAM8KCA2565X,Chevrolet,380000,Financing
J5L4THUX614RNT8D7,Kia,160000,Cash
2SCN2UCX5VE5UPWY8,Acura,390000,Financing
2J7EL9A6481XCG4N9,Jeep,350000,Cash
ZBJLYWAX0W7MR73Y7,Ford,60000,Financing
23EB14CR6T18Z8F6U,Dodge,170000,Cash
ZDNELN1699WRE1TFG,Volvo,180000,Cash
JE341GV7608JBR2EV,Lexus,20000,Financing
DWYPZ5X09RSJGX4C5,Chevrolet,370000,Financing
Z5YGXANF2YS6C30CW,INFINITI,10000,Cash
CWECZZAM7FH0W2PVA,Oldsmobile,30000,Cash
XD0NCGJSX21SY7ESH,Ford,230000,Cash
BTKJ6B2J3YRU4C04W,Chevrolet,270000,Lease
6FL7NMUK1E86PBTRR,Audi,390000,Cash
WDDBM94E6DL1N6XHF,MAZDA,250000,Cash
GMR9LD3Y5KJX8KUV5,GMC,220000,Cash
NVWSC55436R4A6RYT,MAZDA,340000,Cash
PPPGP5NB7M5E8KA04,Chevrolet,360000,Cash
23D03LSW6P61WVTV3,Ford,450000,Cash
NRAMHJ4J8DNJ94LGV,Jeep,70000,Cash
BUFW90JG6VMF2APW1,Chrysler,350000,Financing
E83GD05A866TSTF40,Ford,220000,Lease
EMEUH49M2JY5LHKRE,Chevrolet,310000,Cash
C37MFZHK9WC52GX3G,Mercedes-Benz,50000,Cash
JV6304ZW8MCGZK0WR,Mercedes-Benz,10000,Cash
AHX579GN1AX9UCA2G,Chevrolet,290000,Financing
FHE1TPKX6G09KCMYZ,smart,100000,Cash
3FTRNCVA42MKE0GE4,Chevrolet,410000,Financing
8S4SHB8F4Z0DDWN3S,BMW,220000,Financing
B8571SCK6X7KJWASL,Ford,250000,Cash
ZA2Z2SHM6SHX94H4A,Lexus,70000,Cash
BFRLDZL22NWSLB9UM,Mitsubishi,150000,Cash
BUK6JP1R6JK3PKX88,GMC,150000,Cash
ALKZMJRL5YNP21CH6,Lamborghini,250000,Cash
2PFG78WS9Y1FHE0CX,Audi,120000,Cash
2B4XN3DR61M043Z0K,MAZDA,150000,Financing
T526EE7N79RUL4UBC,Chevrolet,220000,Lease
63B0NP3L98V6U43L3,Hyundai,490000,Cash
6GWB0HK10R9MJ0P3A,Volvo,180000,Cash
PRDWU1KD689NBNH5J,Dodge,370000,Cash
GKW9NMNB3HHUU7DSR,Mercedes-Benz,220000,Lease
F2P3CFMH51R3SMB4E,Volkswagen,360000,Cash
Z6CZB3AB3PHTT5YY1,Nissan,270000,Cash
UJMGSPESXPB83ZT4Y,Ford,300000,Financing
NCC2WN4Y06JM468Z5,Audi,80000,Cash
R8L5A0R6XLVM0Y0B6,MAZDA,410000,Lease
UTDM7LW31AT7JKHWZ,Chevrolet,360000,Cash
73LZ89U02ZWB9457N,Kia,430000,Financing
TCLB51TT5VEB2VX4Y,Audi,470000,Cash
GZ993MTS1BBPCP1CJ,GMC,480000,Cash
S329MN5RX7WW40GEH,Buick,180000,Financing
XEDZS5HWXZL1V6LZA,Geo,320000,Financing
R2GF7W9J15CX82TWG,Buick,230000,Financing
W9EJNRCK0JDLA82VJ,Subaru,450000,Lease
KDFXGLL487S7YRXN4,GMC,20000,Cash
GN4EFKLJ2L4UCDTYR,Mitsubishi,10000,Financing
AZFWXGVP5RCGNSU9D,GMC,120000,Cash
VVFYP7Y89Y07SMZC5,Bentley,460000,Financing
U8TNF5TU7DH129D60,Mercedes-Benz,140000,Financing
1JFRK9EW5AKTT233C,Mercedes-Benz,40000,Financing
G7RNDJKJXDT86JA34,Volkswagen,360000,Financing
FM6L9S3L9TURLHKKL,Chevrolet,110000,Lease
H5D226KL64YDE5UKK,Lexus,390000,Cash
J3HHUST75RTFKRGZS,Nissan,250000,Financing
LT1T2SKT5M0C5WL9N,Mercedes-Benz,220000,Cash
9DGL78SE7V5BUPENJ,Honda,300000,Cash
9Z29FZRG16SF87E90,Ferrari,300000,Financing
VR7AJDUU7Y8PNUXGB,Toyota,140000,Financing
C1NXEN8T2RKBSLLBE,Ford,400000,Financing
4Y45SDJH00T7REP9Y,Honda,60000,Cash
8FLV1D4A1K9CBDSSJ,BMW,60000,Financing
JJG35R4G8M9UBS3FM,Aston Martin,480000,Cash
KY9UU3Y96D70X9AK1,Mercedes-Benz,190000,Financing
3ZMPGR0L54ME9NV71,GMC,60000,Cash
NM3WVNVKXC9AWJ7FE,GMC,180000,Cash
T3XG4SRD88XSWTZH2,GMC,310000,Cash
WD74YGPH7RCWN7W5E,GMC,70000,Lease
W192TCZ35UV7DC3V0,BMW,410000,Cash
3NPATNJH4A0N31AJW,MAZDA,210000,Cash
11VR5M326GTR9V19Y,Chevrolet,160000,Cash
L7AW6PXY45T13NZNK,Lexus,130000,Financing
W30875YZ2XCS38V4B,Mercury,260000,Cash
5A3XC0BD01K63JU0A,Pontiac,70000,Lease
P6MBZPDV9G9EYXLW9,Honda,230000,Lease
78K86SM293UWT154H,Honda,220000,Cash
VSMV5Y6ZX72H1UH04,Dodge,280000,Cash
1CLLTDVW0K8ECHEC7,Buick,350000,Lease
M78P1E3H1YR96M214,Volkswagen,360000,Lease
JMK2YD4A01K5AK4AY,Chevrolet,480000,Financing
0FV3UG8824754D57V,Toyota,150000,Cash
V86BCXJN9Y97XUNY0,Nissan,330000,Cash
DSLKEFD34JXE73S66,Ford,250000,Cash
TGWLWCXD45MNU4PUK,Ford,40000,Cash
SXKHV75R6ZH3KXK1M,Toyota,260000,Cash
E80J48SY79UJ4MZT1,Ram,180000,Cash
5AA26PUF10NCH90ND,Chevrolet,260000,Financing
9UEER91H4BJ4ZVTRY,Dodge,490000,Financing
RZV25Y3J9LWX1Z8NP,MAZDA,60000,Lease
