event_code,outcome,year,month,day,hour,neighbourhood
654,pending,2015,11,05,01,Luis Spring
655,found,2013,09,06,15,Hunter Viaduct
656,found,2018,04,18,14,Vang Crest
657,found,2014,08,07,12,Guerrero Hollow
658,not found,2008,07,20,20,Ashley Square
659,not found,2017,10,24,17,Brooks Run
660,found,2014,11,12,15,Linda Drive
661,found,2017,04,07,09,Jennifer Center
662,found,2014,04,25,18,Monica Throughway
663,found,2023,12,24,08,Rachel Drive
664,found,1999,07,20,14,Lisa Port
665,found,2016,09,11,05,Jeffrey Fields
666,not found,1999,06,18,21,Estrada Centers
667,not found,1996,10,07,15,William Circle
668,not found,2011,04,18,13,Bullock Drive
669,not found,2005,02,06,15,Matthew Ridge
670,not found,2016,01,15,10,Johnson Walks
671,not found,2015,08,15,04,Figueroa Fort
672,not found,2021,09,19,16,Dennis Estate
673,found,2000,04,07,06,Russo Throughway
674,found,2017,04,16,00,Silva Crescent
675,found,2004,05,21,04,Thomas Ways
676,not found,2018,12,25,06,Douglas Trail
677,found,2012,02,02,06,Wood Fall
678,pending,2016,09,15,23,Sean Roads
679,not found,2021,10,17,06,Ann Run
680,found,2015,10,21,16,Carly Circles
681,pending,2001,02,19,10,Carmen Mill
682,not found,1994,07,29,17,Fox Place
683,pending,2024,02,03,01,Sharon Shore
684,not found,2012,05,11,12,Alyssa Estate
685,pending,2023,05,21,13,Cook Roads
686,found,2010,06,16,00,Griffith Meadow
687,found,2013,06,19,05,Vang Way
688,pending,2008,10,22,07,Rebecca View
689,not found,2016,02,08,08,Angela Landing
690,not found,2007,09,08,08,Roger Port
691,pending,2000,08,01,01,Kristin Landing
692,found,2008,09,11,17,Salazar Forge
693,not found,2006,11,04,03,Cobb Gardens
694,found,2022,12,09,22,William Fork
695,pending,2012,03,29,21,Anna Club
696,found,2021,04,15,18,Rebecca Drive
697,not found,2019,09,18,09,Gonzalez Forge
698,not found,2020,03,21,21,Williams Route
699,pending,2020,06,29,23,Rodriguez Landing
700,not found,2000,04,21,14,Tamara Radial
701,found,2004,10,04,16,Pope Walks
702,not found,2010,03,11,07,Sherry Mountains
703,found,1996,02,15,18,Regina Underpass
704,not found,2014,09,30,03,Moore Hollow
705,not found,1997,01,05,19,Rodriguez Mountain
706,not found,2005,01,08,10,Hannah Turnpike
707,not found,2023,02,26,00,Daugherty Cliff
708,pending,2016,11,22,19,Lisa Trace
709,not found,2001,11,23,09,Smith Estate
710,not found,2015,10,15,18,James Rapids
711,not found,1994,11,22,06,Jones Burg
712,pending,2010,04,18,13,Middleton Overpass
713,found,2016,08,02,11,Michael Ports
714,pending,2003,11,13,17,Wang Garden
715,found,2017,10,22,08,Horton Dam
716,found,2018,05,01,07,Christina Street
717,pending,2003,02,08,05,Kim Squares
718,found,2008,08,28,12,Santana Forest
719,found,2014,03,31,17,Donna Lakes
720,found,2017,02,24,03,Jason Walks
721,found,2006,10,18,01,Benson Oval
722,pending,1996,01,08,11,Jessica Villages
723,pending,2013,09,17,03,Francisco Rue
724,found,2012,05,24,04,Mary Points
725,not found,2022,01,03,19,Adrian Junctions
726,found,2001,06,19,12,Gonzalez Ford
727,not found,2022,02,04,09,Johnson Land
728,pending,2002,10,23,00,Shane Mission
729,not found,2003,01,05,07,Kimberly Forge
730,found,2009,01,19,04,Hernandez Trafficway
731,found,2009,10,24,20,Johnson Corner
732,not found,1998,09,01,15,Cynthia Meadow
733,not found,2018,02,27,14,Douglas Port
734,found,2022,01,08,07,Susan Fort
735,not found,1997,04,17,13,Norman Orchard
736,found,2010,11,23,21,Noble Summit
737,found,2008,01,27,22,Kaiser Prairie
738,pending,2015,09,07,15,Angelica River
739,found,1999,06,12,01,William Mount
740,found,2022,05,16,18,Linda Stream
741,not found,2014,12,22,00,Cameron Pass
742,found,2007,06,20,08,Shelby Lock
743,found,2024,06,16,07,Black Wall
744,found,2020,07,02,13,Kristen Spurs
745,not found,1997,08,27,14,Susan Lock
746,not found,2014,04,13,17,Jasmine Ville
747,not found,2017,07,06,06,Sheila Unions
748,found,2009,11,19,05,Jerry Inlet
749,found,2000,08,06,09,Melanie Light
750,not found,2008,01,21,01,Rebecca Pike
751,pending,2006,11,28,10,Stevens Falls
752,found,2015,12,14,14,Christopher View
753,found,1994,08,25,09,Ross Valley
754,pending,2016,04,19,04,Troy Falls
755,found,2005,03,21,20,Brown Pines
756,not found,1999,05,22,08,Johnson Cove
757,pending,2016,11,07,14,Griffin Pike
758,not found,2002,03,08,01,Robinson Circle
759,pending,1994,07,26,19,Nicole Lodge
760,found,2000,04,30,22,Davis Ferry
761,not found,2022,07,07,14,Steven Fords
762,pending,2013,06,13,10,Sandra Plaza
763,found,2010,08,08,03,Mendoza Mews
764,not found,2022,01,16,01,Evans Crossroad
765,pending,2002,01,02,16,Mcdaniel Springs
766,found,2014,02,06,11,Gilmore Junction
767,found,2001,10,08,14,Dennis Islands
768,not found,2011,01,30,22,Ruiz Viaduct
769,found,2020,08,24,04,Fleming Bridge
770,found,2001,09,20,06,Ward Stream
771,found,2020,05,25,21,Russo Run
772,found,2003,02,15,13,Rogers Wall
773,pending,1997,11,29,09,Rosales Points
774,found,2021,06,01,15,Dorsey Field
775,found,2009,09,03,11,Henry Hill
776,not found,2011,10,07,22,Kurt Common
777,found,2015,08,31,18,Christine Track
778,found,1997,07,24,02,Moreno Dale
779,found,2018,05,01,03,Arroyo Ranch
780,not found,2014,01,11,00,David Islands
781,found,2015,08,16,16,Cody Prairie
782,pending,2003,02,15,21,Katherine Field
783,found,2013,02,04,22,Steven Cliff
784,found,1999,01,24,00,Jon Crossing
785,pending,2019,11,05,07,Brian Brook
786,found,2020,02,22,05,Turner Ridge
787,found,2003,10,18,04,Nguyen Cliff
788,pending,2013,01,07,02,Roberts Junction
789,found,2016,09,07,23,William Garden
790,not found,1996,05,18,22,Andrews Locks
791,found,2004,12,09,10,Richard Canyon
792,found,2010,12,18,22,Brendan Brooks
793,not found,2001,08,26,05,Lee Cliffs
794,found,2009,03,12,19,Davis Drives
795,not found,2014,09,08,15,Crosby Overpass
796,found,1999,03,26,15,Reed Extensions
797,not found,2023,05,08,11,John Vista
798,pending,2016,10,11,23,Johnston Street
799,found,1998,04,05,07,Hill Points
800,found,2002,12,07,06,Darrell Gardens
801,found,2012,06,01,17,Martin Ville
802,found,2020,09,23,23,Cooley Run
803,found,2019,04,15,17,Walker Keys
804,found,2023,08,02,02,Hannah Alley
805,not found,2008,06,15,07,Amy Motorway
806,not found,2018,07,06,20,Faulkner Path
807,found,2017,03,10,17,William Inlet
808,found,1995,04,07,15,Potts Ways
809,found,1997,03,27,13,Ana Fort
810,found,2017,06,12,22,Jenkins Court
811,not found,2008,06,18,21,Goodman Manors
812,found,2020,10,01,17,Kathleen Mill
813,not found,2007,10,03,12,Elijah Mews
814,not found,2021,07,03,04,Curtis Grove
815,not found,2010,10,24,20,Jasmine Pine
816,pending,1997,02,04,09,Donald Path
817,found,2002,08,19,21,Timothy Hill
818,not found,2000,05,01,06,Joseph Squares
819,not found,2012,02,20,16,Tina Harbors
820,found,2016,03,12,03,Allen Skyway
821,not found,2012,01,23,08,Bridget Stravenue
822,found,2006,08,24,17,Roberts Fall
823,found,2011,03,12,09,Perez Drive
824,pending,2001,06,17,23,Fitzgerald Vista
825,found,2012,05,30,20,Tina Landing
826,pending,2018,11,03,02,Victoria Junction
827,pending,2011,09,27,08,Kathleen Burg
828,not found,2002,03,11,06,Jay Springs
829,found,2022,11,25,20,Reid Drive
830,found,2020,02,29,16,Murphy Mill
831,found,2015,06,25,15,Ashley Meadows
832,pending,2003,06,27,15,Danielle Course
833,found,2013,12,21,03,Kidd Mountains
834,pending,1995,04,12,05,Garcia Throughway
835,not found,2009,07,20,18,Meza Tunnel
836,found,2002,07,09,23,Kevin Track
837,pending,2015,05,07,12,Miranda Tunnel
838,found,2010,09,11,04,Meyers Trail
839,not found,2011,01,19,12,Tara Station
840,found,2007,01,11,21,Sanders Squares
841,found,2012,12,20,08,Larry Knoll
842,found,2002,03,13,05,Johnny Mills
843,found,2006,01,03,11,Smith Islands
844,found,2015,07,25,00,Antonio Valley
845,pending,2006,04,26,22,Travis Lane
846,found,2015,08,04,20,Richard Views
847,not found,2022,03,13,22,Christian Lock
848,not found,1998,05,19,18,David Estates
849,found,1999,02,11,23,Jeffrey Shoals
850,not found,1998,11,25,05,Blair Manors
851,not found,1994,11,08,18,Young Mountains
852,not found,2009,01,04,14,Cynthia Heights
853,found,1998,11,20,02,Amanda Forge
854,pending,2021,08,31,21,John Harbors
855,not found,2003,11,09,21,Duane Rue
856,pending,2010,09,22,22,Keller View
857,found,2013,02,15,06,James Skyway
858,found,2015,10,26,20,Christopher Street
859,found,2011,04,10,09,Jason Stravenue
860,not found,2010,06,08,09,Corey Squares
861,not found,2007,11,02,18,Cassandra Turnpike
862,pending,2006,07,27,06,Deanna Harbors
863,not found,1999,05,05,20,Charles Ridge
864,not found,2020,12,14,22,Snyder Canyon
865,pending,1994,07,16,04,Michael Station
866,not found,2020,06,28,11,Jones Road
867,not found,2022,02,02,20,Wilson Drive
868,found,2008,08,07,20,Thomas Road
869,found,2015,10,03,03,Brian Fords
870,not found,2020,05,01,15,Lauren Burgs
871,pending,2010,05,22,01,Hernandez Locks
872,pending,2021,09,24,12,Carpenter Divide
873,found,2012,11,26,08,Michael Harbors
874,found,2009,05,20,10,Vincent Summit
875,pending,1997,09,03,17,Nelson Expressway
876,found,2016,04,16,20,Maxwell Alley
877,found,2003,09,16,08,Erickson Pike
878,found,1999,07,08,08,Maria Brooks
879,found,2017,01,18,22,Jamie Park
880,found,2003,12,05,01,Brooks Shoals
881,not found,2024,04,16,13,Hale Gateway
882,not found,2023,09,11,02,Torres Heights
883,not found,2009,04,26,23,Johnson Shoals
884,pending,2007,12,29,18,Wright Drive
885,found,2018,04,24,03,Christopher Crossroad
886,pending,1999,10,16,13,Wilson Mission
887,found,2021,01,15,01,Michael Ridges
888,not found,2000,06,08,03,Daniel Route
889,found,2013,06,14,08,Hubbard Walk
890,pending,2015,07,20,07,Clark Underpass
891,found,2016,01,15,14,Acosta Shores
892,found,2007,07,24,07,Kimberly Avenue
893,found,2021,01,28,04,Moore Harbors
894,found,2022,02,17,19,Young Lodge
895,found,2018,11,21,23,Bell Points
896,not found,2013,10,17,15,Park Cliffs
897,found,2018,06,19,23,Leslie Light
898,pending,2003,12,07,13,Michael Lodge
899,pending,2005,09,16,10,Carter Fords
900,not found,2018,10,18,19,Ashley Ville
901,pending,2020,09,04,07,Davis Rue
902,pending,1998,03,02,12,Richard Ferry
903,found,2020,05,23,15,Dylan Islands
904,pending,2001,10,07,22,John Crescent
905,found,2004,09,07,06,Randall Pass
906,not found,2001,01,15,05,Park Pines
907,found,1997,02,14,08,Mcpherson Fork
908,found,2014,05,12,03,James Road
909,pending,1994,07,02,02,Ethan Trail
910,found,1994,07,10,08,Daniel Alley
911,found,2022,06,05,02,Walters Stream
912,not found,2002,04,06,02,Amy Ways
913,found,2004,12,29,22,Kenneth Inlet
914,found,2015,08,20,20,Mark Dale
915,pending,2019,03,01,07,Clark Shore
916,pending,2002,01,24,23,Green Extension
917,pending,2017,09,23,09,Darren Light
918,found,2016,08,10,12,Taylor Passage
919,found,2016,03,30,11,Anthony Center
920,not found,2002,07,31,16,Vickie Expressway
921,found,1997,06,27,23,Lisa Motorway
922,found,2009,02,18,22,Juan Freeway
923,pending,2000,10,18,11,Nicholson Locks
924,pending,2014,11,23,18,Ware Burgs
925,found,1997,08,03,23,Caitlin Lock
926,found,1996,01,26,23,Stephen Summit
927,not found,1996,04,25,22,Villa Ports
928,pending,2006,07,09,19,Brown Mountains
929,pending,1997,06,30,12,Kelsey Avenue
930,found,2004,01,14,21,Joseph Garden
931,found,2002,09,27,04,Manuel Rapid
932,pending,1996,03,01,14,Reyes Radial
933,found,2021,04,24,22,Merritt Viaduct
934,not found,1999,05,08,18,Jennifer Centers
935,not found,2020,03,15,21,Avila Ridge
936,pending,1999,04,20,21,Tyler Walk
937,found,2016,11,08,17,Hughes Mission
938,found,2006,09,12,02,Richardson Fields
939,found,2013,09,25,16,Todd Circle
940,not found,2011,06,08,10,Chaney Mill
941,found,2013,05,02,10,Kenneth Street
942,not found,1999,11,04,11,Serrano Lock
943,not found,1996,10,14,19,Tiffany Prairie
944,found,1995,06,17,07,Kline Key
945,not found,2022,02,20,18,Michael Hill
946,pending,1999,04,19,16,Parker Trail
947,not found,2013,06,24,05,Michelle Mountain
948,not found,2013,07,23,23,Robin Brooks
949,not found,2009,06,14,07,Paula Circles
950,pending,2010,07,07,21,Bass Mountains
951,pending,2002,03,16,00,Andrew Burg
952,pending,2008,05,17,00,White Stravenue
953,found,2013,05,31,03,Smith Coves
954,pending,2019,11,23,16,Amanda Pines
955,found,1996,12,25,12,Kevin Mill
956,not found,1997,08,13,18,Gonzalez Tunnel
957,not found,2014,01,23,22,Catherine Roads
958,found,2018,03,03,15,Heidi Parkways
959,found,2018,01,07,13,Morgan Ridges
960,pending,1996,05,10,10,Dawson Crossroad
961,found,2004,02,15,18,Johnathan Greens
962,found,2006,05,24,10,Patrick Extensions
963,not found,2000,01,13,20,Williams Port
964,pending,2007,10,25,06,Simmons Lights
965,not found,2003,09,12,18,Johnson Squares
966,found,2006,11,24,13,Bryan Freeway
967,not found,2005,05,22,07,Hanson Turnpike
968,not found,2022,04,16,17,Austin Turnpike
969,found,2016,05,23,00,Curtis Drive
970,found,2019,02,06,03,Rachel Centers
971,pending,2016,03,27,17,Garcia Throughway
972,found,1996,05,17,23,Courtney Viaduct
973,not found,2002,11,18,08,John Burg
974,found,2008,01,31,20,Cohen Square
975,found,2001,07,03,14,Gutierrez Shoal
976,found,2010,01,07,05,Samantha Islands
977,found,2003,04,29,01,Holt Parkways
978,found,1996,08,27,14,Bryan Fork
979,pending,2016,09,04,10,Diane Spring
980,not found,2000,12,10,10,Mark Squares
981,found,2005,09,05,11,Brown Radial
982,found,2020,11,30,04,John Summit
983,pending,2002,10,07,06,Elizabeth Groves
984,not found,2022,03,30,16,William Lodge
985,not found,2018,03,21,00,Benjamin Summit
986,pending,2018,08,05,02,Morris Plaza
987,found,2012,08,28,10,Taylor Way
988,found,1996,02,14,03,Mitchell Alley
989,found,2018,01,13,04,Melissa Brook
990,not found,2004,12,06,01,Eric Road
991,pending,1999,11,24,18,Hernandez Divide
992,not found,1998,07,05,22,Paul Ville
993,found,2002,10,29,22,Arnold Turnpike
994,pending,2017,01,09,13,Coleman Plains
995,found,2023,08,25,16,Christopher Turnpike
996,not found,2001,12,29,02,Moore Brook
997,found,1995,05,20,16,Denise Mews
998,found,2006,08,13,04,Kristin Avenue
999,found,1996,03,24,21,Garcia Stravenue
1000,not found,2001,10,11,11,Walker Junctions
1001,found,2023,01,06,10,Smith Groves
1002,found,2014,01,10,21,Goodwin Extensions
1003,not found,2011,01,11,12,House Circle
1004,found,2013,09,29,13,Porter Manors
1005,found,2017,08,26,17,Howard Plain
1006,pending,2005,01,12,01,Mcbride Hill
1007,pending,2014,12,27,02,Vazquez Rue
1008,pending,2018,12,02,01,Philip Forges
1009,pending,2015,11,17,11,Gonzalez Hollow
1010,pending,2012,04,15,08,Gavin Groves
1011,found,2009,01,05,23,Brian Port
1012,pending,2021,12,13,21,Tucker Gardens
1013,found,2017,12,01,09,Richardson Ramp
1014,not found,2006,02,12,03,Lewis Valleys
1015,pending,2012,11,14,15,Christopher Via
1016,not found,2017,12,10,12,David Mountains
1017,not found,2010,06,17,07,Samantha Mountains
1018,found,1997,04,02,06,Sophia Creek
1019,pending,2018,06,08,10,Courtney Springs
1020,not found,1997,03,20,14,Martinez Isle
1021,not found,2024,06,14,08,Michael Isle
1022,found,2020,09,19,07,Jones Greens
1023,pending,2020,10,04,08,Sherri Freeway
1024,found,2023,03,16,19,French Shoals
1025,not found,2009,06,12,13,Joyce Park
1026,not found,2011,11,04,01,Gonzalez Union
1027,found,2011,07,27,09,John Locks
1028,pending,1994,07,31,19,Barry Port
1029,found,2021,04,09,11,Jimenez Estate
1030,found,2009,10,21,06,Zimmerman Burgs
1031,not found,2018,06,30,20,Thomas Heights
1032,pending,2018,10,13,03,Williams Drives
1033,not found,2010,03,11,14,Mark Hill
1034,not found,2008,05,03,08,Danielle Points
1035,found,2022,03,22,12,Ortega Station
1036,found,1995,05,19,13,Christine Coves
1037,found,1996,01,04,08,Henderson Point
1038,found,1998,09,04,20,Rivera Flats
1039,not found,2010,10,02,06,Kelly Knoll
1040,not found,2007,06,27,15,Powers Lock
1041,pending,1994,09,07,17,Melendez Mount
1042,not found,2001,07,08,01,Ashley Forges
1043,pending,2001,01,08,04,Michelle Via
1044,not found,2007,07,31,06,Eric Via
1045,found,2020,06,16,13,Fisher Valley
1046,pending,2019,08,10,08,Timothy Mountains
1047,found,2022,10,08,10,Jillian Via
1048,not found,2019,11,22,05,Bryant Estate
1049,not found,1999,07,19,03,Campbell Meadow
1050,found,2006,04,14,21,Benton Passage
1051,not found,1999,06,09,12,Gilbert Ford
1052,found,2020,07,09,10,Erica Ferry
1053,not found,2017,11,18,19,Herrera Crossroad
1054,found,2020,03,19,20,Thomas Plain
1055,not found,2020,06,29,14,Phillips Lights
1056,found,1996,02,03,10,Orozco Estates
1057,not found,2006,07,27,04,Johnny Well
1058,found,2020,10,30,18,George Walks
1059,found,2014,03,26,18,Stein Mission
1060,not found,2005,01,17,14,Martin Mountains
1061,not found,2017,10,03,09,Susan Dale
1062,not found,2001,02,25,16,Jennifer Pass
1063,pending,1998,03,17,19,Nguyen Harbors
1064,not found,1999,04,27,19,Carolyn Crest
1065,not found,1998,01,09,03,Audrey Road
1066,pending,1996,12,24,09,Nelson Fords
1067,found,2004,01,04,19,Jeffrey Estates
1068,pending,2000,04,26,20,Santos Groves
1069,pending,2008,12,03,13,Martinez Trace
1070,pending,2016,12,22,15,Anthony Shoals
1071,not found,2020,11,10,21,Tracy Extension
1072,found,2000,02,20,23,Corey Cliffs
1073,found,1999,02,10,15,Michelle Forge
1074,found,2010,05,23,03,Joseph Stravenue
1075,pending,2023,09,22,19,Olson Courts
1076,found,2002,04,05,23,Mary Club
1077,found,2004,04,01,19,Boyd Extensions
1078,found,2016,10,02,22,Ryan Fork
1079,found,2004,01,26,03,Tommy Circle
1080,found,2000,09,29,09,Parks Mill
1081,pending,1996,08,03,14,Salazar Bridge
1082,pending,2015,12,11,13,Horton Junction
1083,found,2013,08,17,21,Hamilton Parkway
1084,not found,2009,07,15,09,Angela Springs
1085,pending,1996,03,31,21,Erika Village
1086,found,2014,08,09,13,Isabella Walk
1087,not found,2019,08,30,07,Hernandez Alley
1088,found,2017,06,12,13,Adams Shore
1089,found,2001,11,10,23,Jones Branch
1090,not found,2010,07,09,07,Taylor Court
1091,not found,2022,02,09,01,Bennett Divide
1092,pending,2022,05,20,13,Amber Field
1093,found,2018,02,08,19,Tammy Unions
1094,pending,2023,03,26,07,Nicole Knoll
1095,found,2000,06,07,22,Elaine Flat
1096,not found,2023,07,08,07,Mcclain Point
1097,not found,2016,01,16,15,Peters Fall
1098,pending,2010,03,01,10,Massey Estates
1099,found,2011,04,24,17,Carr Vista
1100,found,2000,05,28,04,Smith Stream
1101,pending,2005,06,19,01,Salinas Inlet
1102,pending,2023,09,12,05,Timothy Pines
1103,found,2020,01,17,03,Jennifer Mill
1104,found,2013,10,11,07,Nguyen Stream
1105,found,2005,01,06,23,Robertson Lodge
1106,pending,2004,08,17,23,Jennifer Brooks
1107,found,2015,08,16,15,Mendez Glen
1108,found,2013,03,16,05,Poole Glens
1109,pending,2023,11,17,10,Sanchez Parkways
1110,found,2007,10,26,14,Amy Pines
1111,not found,2021,11,24,03,Linda Expressway
